timestamp,open,high,low,close,volume
2025-01-04 17:00:00,97791.5,98717.1,97766.2,98281.9,1701414.0
2025-01-05 09:00:00,97821.6,98790.1,97281.9,98328.2,9269595.0
2025-01-06 00:00:00,98450.7,99870.0,97883.3,99494.7,10236248.0
2025-01-06 14:00:00,99422.2,102745.9,98699.5,101739.8,14253909.0
2025-01-07 04:00:00,101770.3,102016.5,96500.0,97217.8,17232155.0
2025-01-07 18:00:00,97208.8,97403.6,95145.5,95668.8,7330490.0
2025-01-08 08:00:00,95602.7,96066.2,92328.2,94433.5,34681714.0
2025-01-08 22:00:00,94446.1,95298.3,92710.0,93402.1,9241871.0
2025-01-09 12:00:00,93396.5,94641.8,91201.1,92924.2,14076263.0
2025-01-10 02:00:00,93097.9,95273.5,92255.0,93843.0,14197020.0
2025-01-10 17:00:00,93687.4,95997.9,93338.7,94187.8,13762403.0
2025-01-11 07:00:00,94291.4,94742.8,93954.4,94573.7,2494358.0
2025-01-11 21:00:00,94566.9,94984.9,93700.0,93956.8,2961757.0
2025-01-12 11:00:00,93999.0,95879.0,93709.1,95275.2,5789866.0
2025-01-13 01:00:00,95250.0,95262.4,89020.9,91799.6,15913994.0
2025-01-13 15:00:00,91841.1,95236.2,91191.3,95083.8,15090396.0
2025-01-14 05:00:00,95101.9,97364.0,94723.4,96736.1,17629743.0
2025-01-14 19:00:00,96714.2,97648.0,96200.0,96777.6,8383475.0
2025-01-15 09:00:00,97162.6,100672.4,96469.7,100450.1,22332722.0
2025-01-16 00:00:00,100520.0,100869.9,98616.0,99031.7,10951797.0
2025-01-16 14:00:00,99023.2,102131.9,97284.7,101052.4,15469697.0
2025-01-17 04:00:00,101051.9,105300.0,100942.5,104103.3,31274358.0
2025-01-17 18:00:00,104110.2,105860.5,102560.4,102780.7,17106240.0
2025-01-18 08:00:00,102744.8,104916.4,102260.0,103913.6,31427637.0
2025-01-18 22:00:00,103817.3,105479.4,103310.4,104163.8,12041724.0
2025-01-19 12:00:00,104217.0,106321.4,99389.5,100436.8,29599622.0
2025-01-20 02:00:00,100506.3,109746.9,100471.8,106669.3,36043483.0
2025-01-20 17:00:00,106473.8,106494.6,100020.3,102020.3,51644923.0
2025-01-21 07:00:00,102014.1,107247.2,101559.0,106029.5,34481918.0
2025-01-21 21:00:00,106089.4,106846.9,104650.0,105061.4,10595582.0
2025-01-22 11:00:00,105098.9,105562.0,103000.0,103368.2,23371631.0
2025-01-23 01:00:00,103211.9,106000.0,101200.8,105187.1,13857438.0
2025-01-23 15:00:00,105123.0,106858.0,102300.0,104638.3,41421159.0
2025-01-24 05:00:00,104655.0,107077.7,104618.7,106196.7,19777291.0
2025-01-24 19:00:00,106288.4,106452.5,104050.7,104368.5,8883540.0
2025-01-25 09:00:00,104270.0,105250.3,104113.4,104700.2,8672039.0
2025-01-26 00:00:00,104744.8,105470.9,104426.0,104979.1,3407425.0
2025-01-26 14:00:00,104883.3,105249.9,100655.5,101336.8,13180441.0
2025-01-27 04:00:00,101266.9,102313.0,97707.3,99157.4,28576154.0
2025-01-27 18:00:00,99136.0,103333.2,98813.0,102751.9,15751332.0
2025-01-28 08:00:00,102772.9,103778.0,100240.0,100270.5,11567634.0
2025-01-28 22:00:00,100264.9,102928.8,100264.4,102600.1,4975692.0
2025-01-29 12:00:00,102612.0,104814.6,101430.3,104250.4,27229802.0
2025-01-30 02:00:00,104250.8,106380.2,103984.2,105735.4,15545279.0
2025-01-30 17:00:00,105561.7,105825.4,103923.0,104505.7,12345559.0
2025-01-31 07:00:00,104505.6,106025.0,101575.0,101689.1,13791292.0
2025-01-31 21:00:00,101592.7,102717.0,101337.1,101690.0,4660784.0
2025-02-01 11:00:00,101634.4,102258.5,100255.1,101227.7,7994064.0
2025-02-02 01:00:00,101188.6,101421.1,98150.1,99224.7,10299859.0
2025-02-02 15:00:00,99187.3,99358.5,91040.1,92759.9,49915545.0
2025-02-03 05:00:00,92842.1,100064.8,92799.8,100002.5,28644573.0
2025-02-03 19:00:00,100046.8,102604.2,97923.2,98405.2,20925119.0
2025-02-04 09:00:00,98432.1,100800.6,96141.5,97871.2,27063767.0
2025-02-05 00:00:00,97765.4,98930.0,97180.4,98656.2,7740192.0
2025-02-05 14:00:00,98677.1,99153.6,96159.7,97392.2,5935245.0
2025-02-06 04:00:00,97419.4,99132.0,96367.6,96755.6,7641548.0
2025-02-06 18:00:00,96695.6,97864.7,95722.0,96729.9,8935513.0
2025-02-07 08:00:00,96742.6,100142.0,95650.0,95962.1,23883083.0
2025-02-07 22:00:00,95901.9,96878.5,95707.3,96062.1,4494546.0
2025-02-08 12:00:00,95988.9,96985.0,95697.2,96985.0,1690196.0
2025-02-09 02:00:00,96990.8,97353.2,95729.1,96483.8,4010461.0
2025-02-09 17:00:00,96490.0,97616.0,94589.4,97101.6,7538110.0
2025-02-10 07:00:00,97211.0,98322.6,96871.8,97317.6,7269346.0
2025-02-10 21:00:00,97341.2,98451.5,97156.9,97967.0,4216297.0
2025-02-11 11:00:00,97972.6,98203.3,94888.0,96059.2,6735910.0
2025-02-12 01:00:00,96062.3,96595.7,94059.2,95704.0,8128967.0
2025-02-12 15:00:00,95545.0,98121.4,94765.0,97707.0,6422910.0
